job_title,job_description,company,location
Data Analyst,"Data Analyst needed with 5+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",CloudBase,Hyderabad
Android Developer,"Android Developer with 4+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",DataInc,Bangalore
Web Developer,"Hiring Full Stack Web Developer with 1+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",CloudBase,Hyderabad
Data Analyst,"Data Analyst needed with 1+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",InnovateTech,Delhi
Java Developer,"Java Developer with 3+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",CloudBase,Hyderabad
SQL Developer,"SQL Developer with 2+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",InnovateTech,Delhi
Web Developer,"Hiring Full Stack Web Developer with 3+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",CodeWorks,Remote
SQL Developer,"SQL Developer with 4+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",WebSols,Mumbai
Data Analyst,"Data Analyst needed with 1+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",DevHouse,Hyderabad
Machine Learning Engineer,"ML Engineer needed with 5+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",InnovateTech,Delhi
Java Developer,"Java Developer with 1+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",CloudBase,Chennai
Java Developer,"Java Developer with 3+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",DataInc,Pune
DevOps Engineer,"DevOps Engineer with 4+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",CodeWorks,Pune
Python Developer,"Python Developer with 5+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",DevHouse,Chennai
Android Developer,"Android Developer with 4+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",CodeWorks,Bangalore
Android Developer,"Android Developer with 2+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",CloudBase,Delhi
Android Developer,"Android Developer with 1+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",InnovateTech,Delhi
Python Developer,"Python Developer with 4+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",WebSols,Bangalore
Data Analyst,"Data Analyst needed with 1+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",AI Labs,Bangalore
DevOps Engineer,"DevOps Engineer with 5+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",WebSols,Remote
Java Developer,"Java Developer with 5+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",TechCorp,Pune
SQL Developer,"SQL Developer with 3+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",AI Labs,Mumbai
Java Developer,"Java Developer with 3+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",AI Labs,Delhi
Data Analyst,"Data Analyst needed with 5+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",DevHouse,Remote
SQL Developer,"SQL Developer with 4+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",DevHouse,Mumbai
Python Developer,"Python Developer with 4+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",DevHouse,Mumbai
SQL Developer,"SQL Developer with 1+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",DataInc,Pune
Android Developer,"Android Developer with 3+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",CodeWorks,Pune
Python Developer,"Python Developer with 1+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",TechCorp,Bangalore
Android Developer,"Android Developer with 4+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",AI Labs,Pune
Python Developer,"Python Developer with 1+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",WebSols,Bangalore
Android Developer,"Android Developer with 4+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",CodeWorks,Mumbai
DevOps Engineer,"DevOps Engineer with 5+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",AI Labs,Pune
Data Analyst,"Data Analyst needed with 5+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",WebSols,Chennai
Machine Learning Engineer,"ML Engineer needed with 5+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",TechCorp,Chennai
DevOps Engineer,"DevOps Engineer with 3+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",TechCorp,Bangalore
SQL Developer,"SQL Developer with 5+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",WebSols,Remote
Testing,"QA Engineer with 1+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",InnovateTech,Hyderabad
Testing,"QA Engineer with 2+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",DataInc,Bangalore
SQL Developer,"SQL Developer with 1+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",InnovateTech,Remote
Java Developer,"Java Developer with 3+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",InnovateTech,Bangalore
DevOps Engineer,"DevOps Engineer with 3+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",TechCorp,Delhi
Machine Learning Engineer,"ML Engineer needed with 3+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DevHouse,Delhi
Data Analyst,"Data Analyst needed with 2+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",InnovateTech,Mumbai
Machine Learning Engineer,"ML Engineer needed with 5+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DevHouse,Remote
Python Developer,"Python Developer with 5+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",CodeWorks,Chennai
Java Developer,"Java Developer with 5+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",AI Labs,Pune
Data Analyst,"Data Analyst needed with 3+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",DevHouse,Delhi
Data Analyst,"Data Analyst needed with 4+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",InnovateTech,Delhi
DevOps Engineer,"DevOps Engineer with 4+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",AI Labs,Chennai
Java Developer,"Java Developer with 5+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",TechCorp,Hyderabad
SQL Developer,"SQL Developer with 2+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",InnovateTech,Bangalore
Android Developer,"Android Developer with 4+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",CloudBase,Mumbai
Data Analyst,"Data Analyst needed with 2+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",CloudBase,Delhi
Python Developer,"Python Developer with 1+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",WebSols,Hyderabad
SQL Developer,"SQL Developer with 3+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",TechCorp,Pune
Data Analyst,"Data Analyst needed with 2+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",AI Labs,Mumbai
Android Developer,"Android Developer with 5+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",AI Labs,Pune
DevOps Engineer,"DevOps Engineer with 5+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",CloudBase,Bangalore
Data Analyst,"Data Analyst needed with 2+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",DevHouse,Mumbai
Testing,"QA Engineer with 3+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",CodeWorks,Remote
Data Science,"We are looking for a Data Scientist with 3+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",AI Labs,Bangalore
Testing,"QA Engineer with 2+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",InnovateTech,Hyderabad
Web Developer,"Hiring Full Stack Web Developer with 5+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",CodeWorks,Remote
Python Developer,"Python Developer with 3+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",TechCorp,Mumbai
Web Developer,"Hiring Full Stack Web Developer with 5+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",CloudBase,Hyderabad
Java Developer,"Java Developer with 2+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",DevHouse,Bangalore
Machine Learning Engineer,"ML Engineer needed with 2+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DevHouse,Hyderabad
Android Developer,"Android Developer with 2+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",AI Labs,Mumbai
Machine Learning Engineer,"ML Engineer needed with 1+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",WebSols,Pune
Data Science,"We are looking for a Data Scientist with 1+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",CloudBase,Bangalore
Data Science,"We are looking for a Data Scientist with 1+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",InnovateTech,Remote
Data Science,"We are looking for a Data Scientist with 2+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",DevHouse,Chennai
Machine Learning Engineer,"ML Engineer needed with 3+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",InnovateTech,Mumbai
Data Analyst,"Data Analyst needed with 3+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",WebSols,Chennai
Android Developer,"Android Developer with 1+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",CodeWorks,Chennai
DevOps Engineer,"DevOps Engineer with 1+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",CloudBase,Chennai
Java Developer,"Java Developer with 4+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",TechCorp,Hyderabad
Web Developer,"Hiring Full Stack Web Developer with 5+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",TechCorp,Remote
Web Developer,"Hiring Full Stack Web Developer with 4+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",CloudBase,Remote
Java Developer,"Java Developer with 5+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",DevHouse,Hyderabad
Testing,"QA Engineer with 3+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",WebSols,Hyderabad
Android Developer,"Android Developer with 4+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",DataInc,Pune
Machine Learning Engineer,"ML Engineer needed with 3+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",CodeWorks,Chennai
Data Science,"We are looking for a Data Scientist with 3+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",CodeWorks,Delhi
Testing,"QA Engineer with 5+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",DataInc,Bangalore
SQL Developer,"SQL Developer with 5+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",DataInc,Mumbai
Java Developer,"Java Developer with 1+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",DataInc,Pune
Python Developer,"Python Developer with 1+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",InnovateTech,Mumbai
Python Developer,"Python Developer with 1+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",DevHouse,Hyderabad
SQL Developer,"SQL Developer with 2+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",AI Labs,Remote
Data Science,"We are looking for a Data Scientist with 1+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",AI Labs,Chennai
Python Developer,"Python Developer with 2+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",CodeWorks,Remote
SQL Developer,"SQL Developer with 1+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",DevHouse,Delhi
Data Analyst,"Data Analyst needed with 5+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",AI Labs,Chennai
Java Developer,"Java Developer with 2+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",AI Labs,Remote
SQL Developer,"SQL Developer with 1+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",AI Labs,Hyderabad
Java Developer,"Java Developer with 5+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",CloudBase,Mumbai
Machine Learning Engineer,"ML Engineer needed with 2+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",WebSols,Mumbai
Web Developer,"Hiring Full Stack Web Developer with 4+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",CodeWorks,Bangalore
Python Developer,"Python Developer with 4+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",CloudBase,Pune
Java Developer,"Java Developer with 1+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",TechCorp,Chennai
Web Developer,"Hiring Full Stack Web Developer with 3+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",DataInc,Chennai
Data Science,"We are looking for a Data Scientist with 5+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",CodeWorks,Pune
Data Science,"We are looking for a Data Scientist with 3+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",AI Labs,Bangalore
Python Developer,"Python Developer with 2+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",CloudBase,Mumbai
DevOps Engineer,"DevOps Engineer with 5+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",DataInc,Mumbai
Java Developer,"Java Developer with 5+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",TechCorp,Mumbai
SQL Developer,"SQL Developer with 3+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",DevHouse,Pune
Data Science,"We are looking for a Data Scientist with 5+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",TechCorp,Mumbai
SQL Developer,"SQL Developer with 1+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",DevHouse,Mumbai
Java Developer,"Java Developer with 5+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",CodeWorks,Hyderabad
Python Developer,"Python Developer with 4+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",DevHouse,Bangalore
Python Developer,"Python Developer with 4+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",DataInc,Chennai
Machine Learning Engineer,"ML Engineer needed with 3+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",TechCorp,Bangalore
SQL Developer,"SQL Developer with 2+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",CloudBase,Bangalore
Data Analyst,"Data Analyst needed with 3+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",AI Labs,Delhi
Web Developer,"Hiring Full Stack Web Developer with 2+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",InnovateTech,Hyderabad
Data Analyst,"Data Analyst needed with 3+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",DevHouse,Hyderabad
Data Analyst,"Data Analyst needed with 2+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",CloudBase,Mumbai
Testing,"QA Engineer with 2+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",WebSols,Bangalore
Data Science,"We are looking for a Data Scientist with 4+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",CloudBase,Chennai
DevOps Engineer,"DevOps Engineer with 1+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",DataInc,Chennai
Testing,"QA Engineer with 3+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",WebSols,Bangalore
Web Developer,"Hiring Full Stack Web Developer with 2+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",WebSols,Hyderabad
DevOps Engineer,"DevOps Engineer with 3+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",TechCorp,Hyderabad
Data Science,"We are looking for a Data Scientist with 3+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",CodeWorks,Bangalore
Machine Learning Engineer,"ML Engineer needed with 2+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",InnovateTech,Chennai
Data Science,"We are looking for a Data Scientist with 2+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",DevHouse,Bangalore
Android Developer,"Android Developer with 4+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",CodeWorks,Bangalore
Testing,"QA Engineer with 2+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",AI Labs,Mumbai
SQL Developer,"SQL Developer with 2+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",CodeWorks,Delhi
